"Datum","Zuletzt","Eröffn.","Hoch","Tief","Vol.","+/- %"
"09.10.2009","3.561,69","3.550,89","3.563,78","3.543,21","","0,36%"
"08.10.2009","3.548,80","3.536,44","3.550,16","3.532,75","","0,72%"
"07.10.2009","3.523,36","3.508,81","3.532,00","3.502,71","","0,68%"
"06.10.2009","3.499,72","3.439,22","3.503,07","3.439,19","","2,05%"
"05.10.2009","3.429,26","3.418,53","3.429,26","3.404,52","","0,11%"
"02.10.2009","3.425,57","3.439,95","3.439,95","3.402,79","","-0,77%"
"01.10.2009","3.452,08","3.504,10","3.504,10","3.452,08","","-1,24%"
"30.09.2009","3.495,48","3.472,28","3.496,79","3.467,69","","0,57%"
"29.09.2009","3.475,59","3.471,54","3.478,49","3.455,18","","0,24%"
"28.09.2009","3.467,32","3.433,62","3.467,32","3.425,49","","1,29%"
"25.09.2009","3.423,06","3.432,63","3.433,60","3.415,31","","-0,33%"
"24.09.2009","3.434,33","3.450,22","3.452,51","3.421,84","","-0,59%"
"23.09.2009","3.454,82","3.461,04","3.465,42","3.444,22","","-0,06%"
"22.09.2009","3.456,74","3.446,20","3.477,53","3.441,87","","0,29%"
"21.09.2009","3.446,89","3.492,36","3.492,36","3.424,24","","-1,47%"
"18.09.2009","3.498,32","3.476,70","3.498,32","3.458,66","","0,62%"
"17.09.2009","3.476,78","3.500,19","3.514,53","3.476,29","","-0,42%"
"16.09.2009","3.491,59","3.461,74","3.491,59","3.461,74","","1,23%"
"15.09.2009","3.449,19","3.433,95","3.461,77","3.433,04","","0,59%"
"14.09.2009","3.428,91","3.461,57","3.462,37","3.425,61","","-1,32%"
"11.09.2009","3.474,95","3.441,44","3.475,66","3.441,44","","1,23%"
"10.09.2009","3.432,71","3.436,68","3.442,68","3.422,40","","-0,06%"
"09.09.2009","3.434,85","3.400,90","3.434,85","3.390,10","","0,83%"
"08.09.2009","3.406,72","3.358,57","3.406,72","3.357,98","","1,61%"
"07.09.2009","3.352,79","3.309,49","3.353,55","3.309,49","","1,91%"
"04.09.2009","3.289,90","3.274,10","3.298,40","3.272,42","","0,80%"
"03.09.2009","3.263,65","3.229,07","3.286,80","3.228,64","","1,33%"
"02.09.2009","3.220,93","3.277,95","3.277,95","3.209,37","","-2,00%"
"01.09.2009","3.286,56","3.333,83","3.349,69","3.279,88","","-1,55%"
"31.08.2009","3.338,35","3.357,23","3.357,23","3.319,90","","-0,47%"
"28.08.2009","3.354,17","3.347,13","3.369,24","3.347,13","","0,50%"
"27.08.2009","3.337,40","3.349,75","3.357,74","3.333,61","","-0,31%"
"26.08.2009","3.347,87","3.357,74","3.370,33","3.334,23","","-0,31%"
"25.08.2009","3.358,20","3.336,00","3.358,20","3.329,82","","0,07%"
"24.08.2009","3.356,01","3.322,39","3.356,40","3.321,76","","1,85%"
"21.08.2009","3.295,15","3.247,65","3.297,17","3.246,03","","1,58%"
"20.08.2009","3.243,95","3.187,51","3.243,95","3.187,51","","2,21%"
"19.08.2009","3.173,85","3.177,87","3.185,09","3.162,97","","-0,09%"
"18.08.2009","3.176,83","3.139,63","3.176,83","3.139,63","","1,69%"
"17.08.2009","3.124,16","3.184,70","3.184,70","3.120,56","","-2,32%"
"14.08.2009","3.198,21","3.201,33","3.215,57","3.173,26","","0,31%"
"13.08.2009","3.188,24","3.170,31","3.199,66","3.164,06","","0,67%"
"12.08.2009","3.167,03","3.131,63","3.167,03","3.118,15","","1,30%"
"11.08.2009","3.126,54","3.174,66","3.187,26","3.126,54","","-1,51%"
"10.08.2009","3.174,50","3.139,59","3.174,50","3.139,58","","1,34%"
"07.08.2009","3.132,67","3.123,49","3.137,51","3.095,15","","0,17%"
"06.08.2009","3.127,39","3.093,70","3.130,63","3.093,70","","1,14%"
"05.08.2009","3.092,05","3.065,46","3.113,74","3.065,46","","1,12%"
"04.08.2009","3.057,93","3.072,42","3.074,18","3.048,46","","0,13%"
"03.08.2009","3.053,89","3.028,65","3.061,24","3.028,65","","1,32%"
"31.07.2009","3.014,16","3.000,49","3.014,16","2.990,46","","0,36%"
"30.07.2009","3.003,49","2.968,76","3.003,49","2.967,05","","1,35%"
"29.07.2009","2.963,37","2.942,63","2.964,48","2.935,69","","0,63%"
"28.07.2009","2.944,71","2.964,73","2.977,90","2.937,18","","-0,63%"
"27.07.2009","2.963,41","2.979,49","2.996,29","2.963,41","","-0,17%"
"24.07.2009","2.968,32","2.988,86","2.993,96","2.962,55","","-0,88%"
"23.07.2009","2.994,61","2.971,95","2.994,84","2.965,49","","0,99%"
"22.07.2009","2.965,15","2.967,76","2.970,74","2.945,16","","0,13%"
"21.07.2009","2.961,41","2.963,68","2.970,51","2.955,01","","0,26%"
"20.07.2009","2.953,62","2.945,62","2.958,00","2.945,02","","0,94%"
"17.07.2009","2.926,18","2.927,57","2.937,53","2.922,79","","-0,10%"
"16.07.2009","2.929,01","2.922,26","2.933,75","2.906,41","","0,57%"
"15.07.2009","2.912,52","2.871,53","2.912,92","2.870,26","","1,80%"
"14.07.2009","2.861,06","2.831,57","2.862,64","2.831,14","","1,54%"
"13.07.2009","2.817,76","2.805,67","2.817,76","2.789,43","","0,64%"
"10.07.2009","2.799,91","2.804,25","2.805,79","2.789,75","","0,19%"
"09.07.2009","2.794,49","2.797,54","2.809,34","2.794,00","","0,43%"
"08.07.2009","2.782,41","2.806,01","2.806,01","2.767,97","","-1,35%"
"07.07.2009","2.820,37","2.817,66","2.833,25","2.808,54","","0,42%"
"06.07.2009","2.808,59","2.851,63","2.852,27","2.797,85","","-1,57%"
"03.07.2009","2.853,47","2.885,55","2.885,55","2.853,47","","-1,32%"
"02.07.2009","2.891,59","2.932,08","2.936,05","2.886,21","","-1,46%"
"01.07.2009","2.934,55","2.907,58","2.934,55","2.904,54","","1,02%"
"30.06.2009","2.904,78","2.923,70","2.929,72","2.899,33","","-0,83%"
"29.06.2009","2.928,98","2.893,60","2.929,21","2.893,60","","1,39%"
"26.06.2009","2.888,88","2.868,40","2.889,46","2.868,40","","1,61%"
"25.06.2009","2.843,04","2.853,44","2.868,41","2.834,76","","-0,03%"
"24.06.2009","2.843,90","2.814,59","2.847,54","2.814,07","","1,53%"
"23.06.2009","2.800,93","2.775,08","2.813,92","2.767,06","","0,50%"
"22.06.2009","2.787,05","2.849,26","2.855,72","2.785,65","","-1,98%"
"19.06.2009","2.843,46","2.823,31","2.846,72","2.816,28","","1,04%"
"18.06.2009","2.814,14","2.813,33","2.821,94","2.790,56","","-0,05%"
"17.06.2009","2.815,42","2.900,53","2.900,53","2.815,13","","-3,04%"
"16.06.2009","2.903,70","2.925,57","2.927,74","2.889,60","","-1,30%"
"15.06.2009","2.941,92","2.993,11","2.994,46","2.939,21","","-1,41%"
"12.06.2009","2.983,86","3.001,24","3.008,31","2.977,25","","-0,56%"
"11.06.2009","3.000,79","2.979,43","3.000,79","2.968,66","","0,52%"
"10.06.2009","2.985,26","2.957,17","2.994,77","2.957,17","","1,77%"
"09.06.2009","2.933,40","2.931,57","2.942,24","2.922,43","","0,39%"
"08.06.2009","2.922,10","2.965,50","2.965,50","2.912,94","","-1,16%"
"05.06.2009","2.956,32","2.988,13","2.990,95","2.955,96","","-0,13%"
"04.06.2009","2.960,25","2.973,14","2.993,92","2.959,49","","-0,32%"
"03.06.2009","2.969,69","2.972,47","2.982,61","2.942,91","","0,42%"
"02.06.2009","2.957,41","2.934,64","2.961,33","2.934,64","","0,66%"
"01.06.2009","2.938,02","2.919,22","2.941,63","2.912,88","","1,20%"
"29.05.2009","2.903,28","2.874,42","2.912,85","2.874,42","","1,29%"
"28.05.2009","2.866,21","2.870,46","2.880,00","2.857,11","","-0,39%"
"27.05.2009","2.877,32","2.876,56","2.897,33","2.864,98","","0,18%"
"26.05.2009","2.872,05","2.899,49","2.899,49","2.843,25","","-0,83%"
"25.05.2009","2.896,05","2.886,71","2.902,57","2.875,36","","0,28%"
"22.05.2009","2.887,91","2.880,90","2.902,76","2.869,85","","0,34%"
"21.05.2009","2.878,22","2.909,49","2.911,97","2.876,98","","-1,39%"
"20.05.2009","2.918,87","2.889,72","2.919,37","2.889,72","","1,40%"
"19.05.2009","2.878,64","2.817,50","2.878,64","2.817,50","","2,64%"
"18.05.2009","2.804,71","2.772,40","2.811,82","2.761,77","","0,72%"
"15.05.2009","2.784,75","2.740,90","2.785,84","2.740,90","","1,50%"
"14.05.2009","2.743,63","2.735,69","2.747,72","2.707,02","","0,26%"
"13.05.2009","2.736,47","2.811,48","2.825,16","2.736,47","","-2,44%"
"12.05.2009","2.804,96","2.816,06","2.835,41","2.804,96","","-0,52%"
"11.05.2009","2.819,67","2.854,53","2.868,93","2.817,39","","-1,42%"
"08.05.2009","2.860,30","2.824,41","2.864,98","2.824,41","","1,29%"
"07.05.2009","2.823,90","2.816,68","2.873,54","2.808,55","","0,80%"
"06.05.2009","2.801,52","2.751,84","2.816,62","2.749,44","","1,11%"
"05.05.2009","2.770,89","2.752,22","2.770,89","2.740,99","","0,70%"
"04.05.2009","2.751,59","2.691,90","2.751,59","2.691,90","","2,47%"
"30.04.2009","2.685,18","2.671,98","2.692,68","2.671,69","","0,87%"
"29.04.2009","2.661,95","2.636,65","2.662,67","2.634,32","","1,15%"
"28.04.2009","2.631,56","2.673,58","2.673,89","2.603,42","","-1,80%"
"27.04.2009","2.679,79","2.697,70","2.697,70","2.660,35","","-1,17%"
"24.04.2009","2.711,65","2.684,85","2.711,65","2.668,75","","1,42%"
"23.04.2009","2.673,59","2.657,71","2.686,11","2.653,64","","0,48%"
"22.04.2009","2.660,72","2.624,05","2.660,72","2.621,02","","1,28%"
"21.04.2009","2.627,00","2.601,39","2.627,00","2.574,63","","0,22%"
"20.04.2009","2.621,25","2.700,48","2.712,75","2.616,22","","-2,64%"
"17.04.2009","2.692,34","2.652,99","2.694,84","2.652,99","","1,51%"
"16.04.2009","2.652,31","2.629,26","2.652,31","2.625,73","","1,10%"
"15.04.2009","2.623,47","2.566,74","2.623,47","2.560,09","","1,82%"
"14.04.2009","2.576,47","2.533,99","2.582,90","2.533,99","","2,24%"
"09.04.2009","2.520,10","2.480,09","2.520,10","2.480,09","","2,10%"
"08.04.2009","2.468,35","2.466,65","2.479,93","2.440,13","","-0,42%"
"07.04.2009","2.478,73","2.520,98","2.525,34","2.466,54","","-1,45%"
"06.04.2009","2.515,11","2.503,36","2.560,51","2.503,36","","0,66%"
"03.04.2009","2.498,62","2.461,63","2.507,24","2.457,84","","1,38%"
"02.04.2009","2.464,70","2.398,94","2.464,70","2.398,94","","3,62%"
"01.04.2009","2.378,56","2.368,46","2.381,30","2.348,28","","0,17%"
"31.03.2009","2.374,46","2.337,99","2.374,46","2.337,91","","1,59%"
"30.03.2009","2.337,34","2.367,13","2.372,57","2.337,34","","-1,22%"
"27.03.2009","2.366,26","2.391,09","2.391,09","2.358,49","","-0,81%"
"26.03.2009","2.385,53","2.364,38","2.387,55","2.356,66","","1,49%"
"25.03.2009","2.350,51","2.324,07","2.352,51","2.324,07","","0,50%"
"24.03.2009","2.338,90","2.358,33","2.362,17","2.329,64","","-0,13%"
"23.03.2009","2.341,99","2.318,93","2.346,72","2.310,59","","1,35%"
"20.03.2009","2.310,69","2.297,07","2.311,16","2.281,61","","0,96%"
"19.03.2009","2.288,66","2.274,73","2.306,55","2.268,28","","0,79%"
"18.03.2009","2.270,83","2.279,26","2.287,65","2.268,99","","0,26%"
"17.03.2009","2.265,05","2.276,84","2.285,41","2.256,89","","-0,54%"
"16.03.2009","2.277,25","2.242,89","2.279,91","2.242,89","","2,15%"
"13.03.2009","2.229,27","2.227,94","2.262,84","2.227,94","","0,60%"
"12.03.2009","2.216,02","2.220,13","2.220,13","2.190,80","","-0,27%"
"11.03.2009","2.221,98","2.222,35","2.247,74","2.214,25","","0,39%"
"10.03.2009","2.213,43","2.161,41","2.222,40","2.161,41","","2,32%"
"09.03.2009","2.163,23","2.187,32","2.191,72","2.149,33","","-0,52%"
"06.03.2009","2.174,57","2.219,56","2.225,60","2.172,76","","-1,62%"
"05.03.2009","2.210,48","2.274,88","2.283,55","2.210,48","","-2,89%"
"04.03.2009","2.276,34","2.233,43","2.278,17","2.230,17","","2,45%"
"03.03.2009","2.222,00","2.261,30","2.273,03","2.222,00","","-1,57%"
"02.03.2009","2.257,34","2.299,86","2.299,86","2.250,95","","-3,00%"
"27.02.2009","2.327,21","2.318,36","2.328,16","2.293,67","","-0,26%"
"26.02.2009","2.333,27","2.303,44","2.343,72","2.302,15","","1,38%"
"25.02.2009","2.301,43","2.293,46","2.333,50","2.277,00","","1,69%"
"24.02.2009","2.263,12","2.274,79","2.277,26","2.210,37","","-1,18%"
"23.02.2009","2.290,04","2.350,69","2.355,21","2.284,12","","-2,24%"
"20.02.2009","2.342,61","2.391,51","2.391,51","2.339,00","","-2,30%"
"19.02.2009","2.397,72","2.408,24","2.415,96","2.397,61","","-0,30%"
"18.02.2009","2.404,88","2.426,09","2.426,09","2.391,37","","-0,91%"
"17.02.2009","2.426,94","2.467,55","2.467,91","2.426,94","","-1,64%"
"16.02.2009","2.467,49","2.496,60","2.496,60","2.467,49","","-1,33%"
"13.02.2009","2.500,66","2.485,23","2.504,83","2.482,33","","0,96%"
"12.02.2009","2.476,78","2.522,68","2.522,72","2.467,60","","-1,95%"
"11.02.2009","2.526,13","2.531,42","2.538,50","2.516,86","","-0,52%"
"10.02.2009","2.539,27","2.583,88","2.587,46","2.539,27","","-1,82%"
"09.02.2009","2.586,45","2.575,53","2.594,07","2.558,02","","0,68%"
"06.02.2009","2.568,99","2.530,92","2.574,90","2.528,16","","1,71%"
"05.02.2009","2.525,68","2.512,56","2.542,65","2.503,75","","-0,06%"
"04.02.2009","2.527,14","2.522,12","2.535,94","2.508,80","","0,06%"
"03.02.2009","2.525,67","2.516,24","2.525,67","2.493,78","","0,83%"
"02.02.2009","2.504,94","2.554,49","2.555,02","2.500,95","","-2,44%"
"30.01.2009","2.567,59","2.564,93","2.583,99","2.554,52","","0,13%"
"29.01.2009","2.564,22","2.571,26","2.574,58","2.557,16","","-0,40%"
"28.01.2009","2.574,55","2.513,90","2.579,55","2.513,90","","2,56%"
"27.01.2009","2.510,18","2.519,64","2.522,38","2.505,22","","-0,15%"
"26.01.2009","2.513,96","2.472,14","2.516,32","2.458,30","","1,49%"
"23.01.2009","2.477,01","2.493,08","2.496,38","2.446,20","","-0,99%"
"22.01.2009","2.501,79","2.527,76","2.557,36","2.489,46","","-0,57%"
"21.01.2009","2.516,04","2.490,82","2.516,41","2.456,87","","0,67%"
"20.01.2009","2.499,29","2.537,67","2.544,34","2.499,29","","-1,68%"
"19.01.2009","2.541,97","2.591,52","2.604,76","2.537,98","","-1,61%"
"16.01.2009","2.583,59","2.598,02","2.619,38","2.583,59","","0,12%"
"15.01.2009","2.580,37","2.576,15","2.591,63","2.541,69","","0,30%"
"14.01.2009","2.572,65","2.651,36","2.653,40","2.570,75","","-2,88%"
"13.01.2009","2.649,06","2.669,87","2.670,13","2.627,98","","-1,09%"
"12.01.2009","2.678,37","2.726,93","2.731,31","2.678,37","","-1,92%"
"09.01.2009","2.730,74","2.732,94","2.744,74","2.718,04","","-0,13%"
"08.01.2009","2.734,20","2.795,39","2.795,51","2.725,49","","-3,27%"
"07.01.2009","2.826,71","2.858,36","2.864,59","2.818,59","","-1,14%"
"06.01.2009","2.859,23","2.843,57","2.867,99","2.832,49","","0,59%"
"05.01.2009","2.842,56","2.851,82","2.857,97","2.816,69","","0,19%"
"02.01.2009","2.837,21","2.829,67","2.837,21","2.799,47","","1,30%"
"30.12.2008","2.800,73","2.746,89","2.821,89","2.746,09","","2,84%"
"29.12.2008","2.723,44","2.619,10","2.732,61","2.617,96","","5,39%"
"23.12.2008","2.584,07","2.558,11","2.603,24","2.554,70","","1,37%"
"22.12.2008","2.549,12","2.517,44","2.553,76","2.512,30","","1,61%"
"19.12.2008","2.508,78","2.502,12","2.520,47","2.488,73","","0,24%"
"18.12.2008","2.502,67","2.471,33","2.503,59","2.466,86","","1,61%"
"17.12.2008","2.463,04","2.488,70","2.499,74","2.463,04","","-0,65%"
"16.12.2008","2.479,12","2.463,17","2.479,12","2.459,12","","0,72%"
"15.12.2008","2.461,44","2.484,72","2.502,58","2.454,22","","-0,30%"
"12.12.2008","2.468,84","2.463,68","2.473,94","2.444,24","","-1,52%"
"11.12.2008","2.506,85","2.484,91","2.520,77","2.476,03","","1,13%"
"10.12.2008","2.478,86","2.502,86","2.502,86","2.445,10","","-0,56%"
"09.12.2008","2.492,74","2.519,85","2.519,85","2.474,46","","-1,34%"
"08.12.2008","2.526,70","2.502,99","2.530,07","2.487,55","","2,68%"
"05.12.2008","2.460,71","2.506,76","2.507,54","2.453,43","","-1,65%"
"04.12.2008","2.501,92","2.504,52","2.542,32","2.501,12","","-0,11%"
"03.12.2008","2.504,62","2.521,22","2.523,98","2.475,95","","-0,57%"
"02.12.2008","2.518,86","2.474,09","2.523,51","2.464,01","","1,33%"
"01.12.2008","2.485,78","2.572,15","2.572,25","2.484,14","","-3,01%"
"28.11.2008","2.562,97","2.608,41","2.614,28","2.559,65","","-1,40%"
"27.11.2008","2.599,42","2.532,93","2.599,42","2.532,45","","3,37%"
"26.11.2008","2.514,79","2.519,49","2.543,49","2.501,27","","0,06%"
"25.11.2008","2.513,31","2.512,58","2.527,64","2.494,47","","0,22%"
"24.11.2008","2.507,78","2.438,70","2.507,78","2.438,70","","3,84%"
"21.11.2008","2.414,98","2.428,25","2.448,78","2.411,64","","-0,71%"
"20.11.2008","2.432,30","2.498,00","2.498,00","2.427,81","","-3,20%"
"19.11.2008","2.512,58","2.584,01","2.596,69","2.512,58","","-2,47%"
"18.11.2008","2.576,16","2.598,57","2.599,42","2.567,70","","-0,80%"
"17.11.2008","2.596,93","2.662,56","2.666,69","2.593,02","","-2,50%"
"14.11.2008","2.663,56","2.682,58","2.702,72","2.655,88","","0,75%"
"13.11.2008","2.643,70","2.674,00","2.695,30","2.639,56","","-1,09%"
"12.11.2008","2.672,71","2.737,54","2.771,41","2.661,27","","-1,83%"
"11.11.2008","2.722,60","2.778,60","2.779,26","2.716,87","","-1,84%"
"10.11.2008","2.773,73","2.769,70","2.829,40","2.764,21","","1,10%"
"07.11.2008","2.743,47","2.740,48","2.756,90","2.725,88","","0,32%"
"06.11.2008","2.734,79","2.822,80","2.823,58","2.734,16","","-4,46%"
"05.11.2008","2.862,41","2.907,24","2.907,24","2.835,98","","-0,82%"
"04.11.2008","2.886,06","2.751,93","2.891,77","2.745,04","","5,28%"
"03.11.2008","2.741,42","2.708,49","2.749,57","2.708,49","","1,91%"
"31.10.2008","2.690,13","2.660,88","2.695,41","2.643,18","","1,49%"
"30.10.2008","2.650,64","2.601,17","2.658,62","2.596,89","","2,93%"
"29.10.2008","2.575,23","2.539,31","2.576,08","2.538,41","","4,45%"
"28.10.2008","2.465,53","2.488,32","2.528,16","2.465,53","","-0,56%"
"27.10.2008","2.479,36","2.537,08","2.537,08","2.423,46","","-3,96%"
"24.10.2008","2.581,54","2.677,00","2.677,00","2.539,93","","-4,53%"
"23.10.2008","2.703,95","2.768,82","2.771,09","2.690,12","","-2,46%"
"22.10.2008","2.772,21","2.812,94","2.818,44","2.769,50","","-1,87%"
"21.10.2008","2.825,10","2.839,15","2.855,45","2.825,10","","0,40%"
"20.10.2008","2.813,83","2.832,36","2.838,62","2.794,37","","1,60%"
"17.10.2008","2.769,63","2.831,24","2.860,56","2.749,09","","1,31%"
"16.10.2008","2.733,78","2.726,26","2.777,39","2.673,41","","-2,70%"
"15.10.2008","2.809,50","2.988,67","2.989,36","2.798,82","","-5,90%"
"14.10.2008","2.985,58","2.980,97","3.070,04","2.965,14","","3,21%"
"13.10.2008","2.892,59","2.744,62","2.899,06","2.744,62","","10,26%"
"10.10.2008","2.623,47","2.692,36","2.692,36","2.573,96","","-6,05%"
"09.10.2008","2.792,54","2.822,87","2.872,24","2.787,95","","-0,53%"
"08.10.2008","2.807,51","2.883,28","2.884,40","2.727,74","","-5,55%"
"07.10.2008","2.972,59","3.106,39","3.128,75","2.964,26","","-4,17%"
"06.10.2008","3.101,87","3.291,37","3.291,37","3.096,36","","-7,18%"
"03.10.2008","3.341,85","3.346,93","3.346,97","3.316,10","","-0,16%"
"02.10.2008","3.347,04","3.371,96","3.418,55","3.338,05","","-0,59%"
"01.10.2008","3.366,96","3.422,62","3.427,74","3.358,57","","-0,87%"
"30.09.2008","3.396,37","3.326,47","3.399,52","3.247,74","","0,02%"
"29.09.2008","3.395,79","3.591,42","3.591,42","3.390,37","","-5,75%"
"26.09.2008","3.603,01","3.700,16","3.700,16","3.594,23","","-2,76%"
"25.09.2008","3.705,35","3.715,00","3.717,21","3.694,85","","-0,16%"
"24.09.2008","3.711,34","3.734,44","3.747,47","3.692,34","","-0,56%"
"23.09.2008","3.732,39","3.834,60","3.835,38","3.732,07","","-2,98%"
"22.09.2008","3.847,07","3.842,72","3.880,40","3.840,41","","0,11%"
"19.09.2008","3.842,91","3.750,19","3.851,27","3.750,19","","4,47%"
"18.09.2008","3.678,47","3.753,93","3.754,30","3.673,39","","-2,40%"
"17.09.2008","3.769,11","3.821,67","3.846,83","3.768,81","","-0,95%"
"16.09.2008","3.805,24","3.812,21","3.812,21","3.752,99","","-0,67%"
"15.09.2008","3.830,81","3.868,71","3.868,71","3.793,76","","-1,99%"
"12.09.2008","3.908,79","3.878,86","3.908,80","3.878,86","","1,33%"
"11.09.2008","3.857,60","3.922,27","3.928,13","3.853,21","","-1,58%"
"10.09.2008","3.919,53","3.951,20","3.966,29","3.913,50","","-0,99%"
"09.09.2008","3.958,81","4.043,38","4.049,75","3.953,00","","-2,20%"
"08.09.2008","4.047,71","4.003,16","4.067,78","4.003,16","","2,14%"
"05.09.2008","3.963,01","4.046,60","4.046,60","3.957,35","","-2,18%"
"04.09.2008","4.051,20","4.140,21","4.146,05","4.050,21","","-1,87%"
"03.09.2008","4.128,58","4.156,83","4.157,16","4.114,96","","-0,82%"
"02.09.2008","4.162,92","4.114,53","4.172,10","4.114,53","","1,11%"
"01.09.2008","4.117,19","4.116,16","4.117,19","4.092,16","","-0,03%"
"29.08.2008","4.118,58","4.098,18","4.119,13","4.081,00","","1,10%"
"28.08.2008","4.073,76","4.057,67","4.080,91","4.044,97","","0,44%"
"27.08.2008","4.055,98","4.050,07","4.060,93","4.034,25","","0,22%"
"26.08.2008","4.047,05","4.048,87","4.070,82","4.034,70","","-0,12%"
"25.08.2008","4.051,87","4.072,52","4.079,25","4.051,87","","-0,31%"
"22.08.2008","4.064,37","4.011,23","4.066,09","4.002,86","","1,63%"
"21.08.2008","3.999,08","4.036,90","4.041,23","3.996,11","","-1,14%"
"20.08.2008","4.045,04","4.048,54","4.067,57","4.020,82","","0,16%"
"19.08.2008","4.038,45","4.093,87","4.093,87","4.036,18","","-1,68%"
"18.08.2008","4.107,41","4.105,63","4.111,88","4.086,60","","0,11%"
"15.08.2008","4.103,01","4.091,75","4.103,01","4.076,37","","0,39%"
"14.08.2008","4.087,13","4.084,36","4.099,75","4.059,27","","0,16%"
"13.08.2008","4.080,56","4.132,33","4.144,88","4.080,49","","-1,52%"
"12.08.2008","4.143,38","4.147,65","4.151,15","4.131,15","","-0,01%"
"11.08.2008","4.144,00","4.152,74","4.158,88","4.130,87","","-0,07%"
"08.08.2008","4.146,88","4.160,66","4.166,94","4.119,84","","-0,47%"
"07.08.2008","4.166,52","4.205,58","4.213,56","4.164,50","","-0,79%"
"06.08.2008","4.199,78","4.161,91","4.203,07","4.161,91","","1,16%"
"05.08.2008","4.151,71","4.108,27","4.154,34","4.099,24","","1,00%"
"04.08.2008","4.110,68","4.152,82","4.162,16","4.108,51","","-1,02%"
"01.08.2008","4.153,15","4.173,38","4.179,46","4.147,60","","-0,70%"
"31.07.2008","4.182,36","4.158,21","4.182,38","4.137,36","","0,72%"
